"","Competition_Name","Gender","Country","Season_End_Year","Squad","Team_or_Opponent","Num_Players","Poss","Mins_Per_90","Touches_Touches","Def Pen_Touches","Def 3rd_Touches","Mid 3rd_Touches","Att 3rd_Touches","Att Pen_Touches","Live_Touches","Att_Take_Ons","Succ_Take_Ons","Succ_percent_Take_Ons","Tkld_Take_Ons","Tkld_percent_Take_Ons","Carries_Carries","TotDist_Carries","PrgDist_Carries","PrgC_Carries","Final_Third_Carries","CPA_Carries","Mis_Carries","Dis_Carries","Rec_Receiving","PrgR_Receiving"
"27","La Liga","M","ESP",2021,"vs Cádiz","opponent",34,65.7,38,26776,1848,6814,13117,7047,835,26766,607,360,59.3,247,40.7,15852,87217,48543,819,700,146,569,326,18860,1876
"28","La Liga","M","ESP",2021,"vs Eibar","opponent",30,50.4,38,21668,2897,9306,8407,4147,603,21663,519,315,60.7,203,39.1,10496,51917,24895,446,317,125,544,311,12448,1036
"29","La Liga","M","ESP",2021,"vs Elche","opponent",30,52.4,38,22916,1668,5637,11435,6060,824,22906,577,367,63.6,210,36.4,14103,73909,40143,702,575,158,526,341,15540,1629
"30","La Liga","M","ESP",2021,"vs Getafe","opponent",31,57.2,38,22842,2309,8032,10578,4424,496,22834,619,378,61.1,241,38.9,11476,56925,27910,454,333,87,600,338,13875,1180
"31","La Liga","M","ESP",2021,"vs Granada","opponent",34,59,38,23132,1938,6784,10742,5793,792,23121,468,283,60.5,186,39.7,12755,66716,33978,636,503,146,590,314,14910,1431
"32","La Liga","M","ESP",2021,"vs Huesca","opponent",27,51.7,38,23060,2168,6650,10742,5873,741,23055,579,340,58.7,239,41.3,13410,66433,33323,657,476,141,563,317,15250,1433
"33","La Liga","M","ESP",2021,"vs Levante","opponent",29,47.6,38,20779,2106,6442,9287,5281,800,20775,543,335,61.7,209,38.5,11547,61632,32041,625,486,175,506,303,12939,1283
"34","La Liga","M","ESP",2021,"vs Osasuna","opponent",28,56.9,38,24102,2239,7544,11030,5720,776,24093,553,328,59.3,224,40.5,12972,68706,36474,678,529,178,594,300,15223,1510
"35","La Liga","M","ESP",2021,"vs Real Madrid","opponent",30,40.3,38,20377,2548,6876,8894,4799,573,20369,532,340,63.9,192,36.1,11436,58738,30111,545,467,117,499,339,13087,1148
"36","La Liga","M","ESP",2021,"vs Real Sociedad","opponent",30,44.9,38,19586,2348,6984,8569,4222,579,19581,480,280,58.3,200,41.7,10251,51042,23267,436,319,115,525,347,11768,1002
"37","La Liga","M","ESP",2021,"vs Sevilla","opponent",26,55,38,18445,2148,6138,8069,4430,579,18439,510,326,63.9,184,36.1,9885,51469,25958,544,445,118,569,308,11114,1089
"38","La Liga","M","ESP",2021,"vs Valencia","opponent",30,53.1,38,22473,1899,5948,10051,6698,894,22465,592,394,66.6,198,33.4,12588,65595,34073,713,564,163,465,265,14935,1630
"39","La Liga","M","ESP",2021,"vs Valladolid","opponent",32,54.9,38,22763,2003,6612,10553,5815,818,22756,681,434,63.7,247,36.3,12690,65770,34552,693,528,152,577,312,14474,1539
"40","La Liga","M","ESP",2021,"vs Villarreal","opponent",29,44.4,38,21190,2249,6635,9463,5298,687,21181,588,349,59.4,239,40.6,11878,62594,31052,635,481,140,505,300,13588,1219
