"","Competition_Name","Gender","Country","Season_End_Year","Squad","Team_or_Opponent","Num_Players","Mins_Per_90","GA_Goals","PKA_Goals","FK_Goals","CK_Goals","OG_Goals","PSxG_Expected","PSxG_per_SoT_Expected","PSxGPlus_Minus_Expected","_per_90_Expected","Cmp_Launched","Att_Launched","Cmp_percent_Launched","Att (GK)_Passes","Thr_Passes","Launch_percent_Passes","AvgLen_Passes","Att_Goal_Kicks","Launch_percent_Goal_Kicks","AvgLen_Goal_Kicks","Opp_Crosses","Stp_Crosses","Stp_percent_Crosses","#OPA_Sweeper","#OPA_per_90_Sweeper","AvgDist_Sweeper"
"22","La Liga","M","ESP",2021,"vs Athletic Club","opponent",2,38,46,4,1,4,3,39.7,0.27,-3.3,-0.09,254,666,38.1,1016,160,44.3,37.9,306,70.6,50.8,609,16,2.6,42,1.11,15.3
"23","La Liga","M","ESP",2021,"vs Atlético Madrid","opponent",1,38,67,5,1,6,2,59.8,0.3,-5.2,-0.14,204,549,37.2,955,160,42.4,36.3,290,49.7,42.2,446,18,4,41,1.08,15.3
"24","La Liga","M","ESP",2021,"vs Barcelona","opponent",2,38,85,4,3,4,5,77.8,0.31,-2.2,-0.06,225,586,38.4,862,137,46.8,37.9,314,58.3,45.7,355,18,5.1,32,0.84,12.3
"25","La Liga","M","ESP",2021,"vs Betis","opponent",2,38,50,8,1,9,0,51,0.26,1,0.03,201,526,38.2,1047,146,37.7,35,265,49.4,40.8,454,15,3.3,36,0.95,15.9
"26","La Liga","M","ESP",2021,"vs Celta Vigo","opponent",2,38,55,7,1,4,0,50.5,0.31,-4.5,-0.12,267,615,43.4,946,132,48.7,39.7,222,69.4,49.7,416,13,3.1,36,0.95,15.8
"27","La Liga","M","ESP",2021,"vs Cádiz","opponent",3,38,36,4,0,5,3,35.2,0.32,2.2,0.06,146,351,41.6,790,166,30.4,31.2,232,47.8,40.9,549,26,4.7,49,1.29,15.9
"28","La Liga","M","ESP",2021,"vs Eibar","opponent",2,38,29,4,0,5,0,38.5,0.23,9.5,0.25,350,898,39,1184,154,54.8,39.7,373,66.8,49.7,822,20,2.4,32,0.84,12.6
"29","La Liga","M","ESP",2021,"vs Elche","opponent",2,38,34,2,0,5,1,31.9,0.34,-1.1,-0.03,175,402,43.5,819,138,34.9,33.7,208,55.8,44.7,509,16,3.1,47,1.24,16.6
"30","La Liga","M","ESP",2021,"vs Getafe","opponent",2,38,28,3,0,0,1,27.7,0.22,0.7,0.02,291,696,41.8,1026,173,48.5,39.6,300,66,49.5,606,25,4.1,51,1.34,17
"31","La Liga","M","ESP",2021,"vs Granada","opponent",3,38,47,3,1,7,0,44,0.33,-3,-0.08,230,564,40.8,910,151,43.2,36.9,272,62.9,48.2,470,22,4.7,37,0.97,15.2
"32","La Liga","M","ESP",2021,"vs Huesca","opponent",2,38,34,3,0,4,2,36.6,0.26,4.6,0.12,221,581,38,903,169,42.6,37.1,295,66.4,50.4,624,19,3,47,1.24,16.5
"33","La Liga","M","ESP",2021,"vs Levante","opponent",3,38,46,3,0,5,1,40.1,0.27,-4.9,-0.13,283,695,40.7,920,146,51.8,40.3,295,73.9,54.4,506,17,3.4,53,1.39,17.2
"34","La Liga","M","ESP",2021,"vs Osasuna","opponent",3,38,37,5,0,2,1,34.6,0.25,-1.4,-0.04,193,643,30,980,149,45.7,37.2,315,61.9,45.8,544,13,2.4,41,1.08,16.2
"35","La Liga","M","ESP",2021,"vs Real Madrid","opponent",1,38,67,3,1,8,3,53.1,0.3,-10.9,-0.29,290,691,42,942,157,45.9,38,354,73.2,50.7,562,20,3.6,37,0.97,14.3
"36","La Liga","M","ESP",2021,"vs Real Sociedad","opponent",1,38,59,9,2,8,1,53.5,0.3,-4.5,-0.12,295,744,39.7,1016,132,51.4,39.8,288,77.1,53.4,523,15,2.9,36,0.95,14
"37","La Liga","M","ESP",2021,"vs Sevilla","opponent",2,38,53,6,0,5,1,46.7,0.28,-5.3,-0.14,284,693,41,911,127,50.2,39.7,347,68,49.3,551,10,1.8,57,1.5,19.1
"38","La Liga","M","ESP",2021,"vs Valencia","opponent",2,38,50,8,1,6,2,45.4,0.27,-2.6,-0.07,222,584,38,833,135,48.1,38.9,262,69.8,49.9,462,19,4.1,38,1,15.8
"39","La Liga","M","ESP",2021,"vs Valladolid","opponent",2,38,34,7,0,4,0,38.1,0.26,4.1,0.11,262,603,43.4,902,137,46.1,38.4,284,65.8,50.2,556,23,4.1,43,1.13,15.1
"40","La Liga","M","ESP",2021,"vs Villarreal","opponent",2,38,60,12,1,3,3,63.1,0.32,6.1,0.16,232,601,38.6,972,143,44.1,37.5,255,67.5,48.6,420,16,3.8,61,1.61,17.3
