id,Team_or_Opponent,Poss,Touches_Touches,Def Pen_Touches,Def 3rd_Touches,Mid 3rd_Touches,Att 3rd_Touches,Att Pen_Touches,Live_Touches,Att_Take_Ons,Succ_Take_Ons,Succ_percent_Take_Ons,Tkld_Take_Ons,Tkld_percent_Take_Ons,Carries_Carries,TotDist_Carries,PrgDist_Carries,PrgC_Carries,Final_Third_Carries,CPA_Carries,Mis_Carries,Dis_Carries,Rec_Receiving,PrgR_Receiving,team_id,season_id
22,opponent,48.4,21996,2875,8384,9236,4606,626,21993,718,320,44.6,322,44.8,12124,62047,30317,549,410,135,600,286,13412,1202,6,3
23,opponent,49.4,24043,2425,7018,11697,5530,691,24038,764,351,45.9,334,43.7,14819,75451,38319,729,515,146,540,333,16237,1617,7,3
24,opponent,35.7,17703,2713,6968,7319,3601,547,17700,567,271,47.8,227,40.0,9548,51240,23752,474,341,131,517,295,10223,952,10,3
25,opponent,49.4,21955,2101,6663,9684,5848,784,21951,774,363,46.9,338,43.7,12653,68202,36566,750,606,147,492,327,14098,1553,12,3
26,opponent,49.8,22441,2271,6852,10804,4993,631,22433,747,381,51.0,295,39.5,13039,64525,31897,536,393,137,617,369,14469,1277,19,3
27,opponent,58.1,23666,2154,6661,10803,6401,957,23656,746,351,47.1,320,42.9,13832,75623,41624,823,601,187,596,303,15488,1728,24,3
28,opponent,54.5,23458,2067,6449,10874,6360,932,23448,695,323,46.5,280,40.3,13420,73031,39930,737,555,204,588,353,15458,1597,27,3
29,opponent,56.9,23635,2324,7122,10596,6153,936,23629,680,299,44.0,301,44.3,13382,73050,39005,748,549,223,539,351,15672,1619,29,3
30,opponent,60.1,25413,2202,7690,12149,5823,670,25405,714,334,46.8,285,39.9,14675,76173,38257,689,544,138,556,256,16902,1504,34,3
31,opponent,48.7,21778,2166,6541,9479,5967,808,21770,623,288,46.2,244,39.2,12612,66228,34356,677,507,165,467,307,14270,1425,35,3
32,opponent,58.9,24505,1788,5800,12118,6813,758,24498,652,298,45.7,283,43.4,15033,80117,44803,795,569,132,561,300,16791,1695,54,3
33,opponent,52.0,22253,2493,7751,9410,5318,786,22249,673,322,47.8,266,39.5,12906,68441,35932,680,486,170,586,268,14007,1357,67,3
34,opponent,48.8,21335,2445,7779,8961,4840,738,21330,765,383,50.1,281,36.7,11197,60030,30078,589,432,165,594,355,12797,1222,70,3
35,opponent,39.1,19962,2604,6935,8542,4676,640,19957,617,306,49.6,259,42.0,11793,62129,32006,631,505,140,470,283,12901,1178,71,3
36,opponent,45.4,20064,2400,7172,8271,4812,654,20062,681,328,48.2,285,41.9,10456,56751,26955,575,450,130,558,375,12005,1017,72,3
37,opponent,47.4,21295,2448,6960,9373,5171,750,21292,661,310,46.9,281,42.5,12175,64885,33004,643,488,160,532,306,13534,1265,80,3
38,opponent,48.0,20602,2406,7019,9022,4748,680,20597,712,334,46.9,311,43.7,11306,59758,29191,480,379,117,545,367,12455,1209,91,3
39,opponent,51.3,21570,2128,6441,9260,6084,980,21560,712,332,46.6,296,41.6,11974,64300,33417,723,531,215,533,375,13506,1474,92,3
40,opponent,43.1,19276,2222,6362,8049,5094,744,19272,597,264,44.2,270,45.2,10571,57621,30001,640,480,170,513,308,11928,1226,93,3
1,team,41.8,18179,2162,6122,7564,4706,764,18172,625,310,49.6,254,40.6,8574,48049,25494,550,364,138,572,299,9972,1252,102,4
2,team,46.4,20902,2654,7711,9323,4094,614,20900,667,299,44.8,314,47.1,11128,59196,30444,590,424,132,550,269,12660,1082,1,4
3,team,49.8,22845,1965,6376,10617,6083,901,22839,743,338,45.5,349,47.0,12487,65998,34507,735,528,193,571,366,14367,1596,6,4
4,team,50.8,24749,2368,7880,11405,5662,954,24743,567,297,52.4,227,40.0,14402,72549,38491,758,546,181,533,303,16931,1580,7,4
5,team,64.3,28717,2191,7360,14262,7313,1077,28710,826,384,46.5,338,40.9,17768,96311,54148,964,728,262,605,305,21296,1911,10,4
6,team,50.4,23335,2339,7497,10512,5555,886,23332,793,386,48.7,329,41.5,13053,68844,34142,676,495,186,626,427,15184,1424,12,4
7,team,46.1,22062,2314,7084,9675,5538,818,22057,646,295,45.7,291,45.0,12540,63894,32693,660,489,162,600,336,13773,1332,19,4
8,team,43.3,19166,2242,6375,8425,4551,570,19163,537,230,42.8,263,49.0,9664,52345,25428,456,422,76,571,343,10662,996,24,4
9,team,44.8,19243,2020,5619,8971,4848,684,19236,552,239,43.3,261,47.3,9360,49101,24618,439,385,122,576,281,10603,1124,34,4
10,team,56.9,25779,2695,8432,11583,5985,977,25771,745,353,47.4,297,39.9,16055,90323,46626,894,599,234,584,376,18610,1673,35,4
11,team,45.6,20152,2413,7720,8677,3997,667,20144,658,303,46.0,296,45.0,10969,57198,28813,512,379,112,600,305,12010,1030,100,4
12,team,59.2,27041,2667,9077,12876,5282,614,27036,680,316,46.5,308,45.3,15544,71689,36286,577,459,116,645,365,18955,1573,104,4
13,team,45.0,19767,2279,6620,8961,4390,672,19764,511,251,49.1,219,42.9,9848,53864,26398,498,377,108,566,313,11353,1155,54,4
14,team,47.5,21181,2147,6244,9526,5586,720,21176,530,237,44.7,247,46.6,10522,54022,25894,501,408,97,540,283,12730,1306,67,4
15,team,49.4,21757,2306,7210,9672,5091,669,21751,653,283,43.3,306,46.9,10906,56132,26844,506,368,116,634,373,13171,1327,70,4
16,team,59.2,28670,2455,7880,13241,7813,1156,28665,889,401,45.1,393,44.2,18483,97637,52448,950,802,315,480,312,21642,1923,71,4
17,team,55.3,23321,2214,6934,11207,5377,769,23317,681,321,47.1,284,41.7,12972,71091,36540,685,465,175,612,351,15092,1402,72,4
18,team,50.3,22878,2261,7429,10033,5651,746,22876,632,292,46.2,278,44.0,12225,64805,32942,635,447,146,620,280,14506,1406,80,4
19,team,44.3,20444,2323,7222,9012,4440,593,20435,644,276,42.9,294,45.7,10723,56085,28187,522,399,136,582,318,12130,1151,91,4
20,team,49.6,22729,2879,8003,9685,5250,848,22722,723,351,48.5,329,45.5,12248,68209,34560,654,491,189,570,356,15179,1548,93,4
21,opponent,58.2,24410,2398,7446,11388,5787,818,24402,698,339,48.6,290,41.5,13762,75816,41243,744,542,187,663,288,16187,1487,102,4
22,opponent,53.6,23390,2099,6542,10880,6169,1003,23381,641,302,47.1,280,43.7,13182,69802,36749,751,563,204,518,353,15316,1620,1,4
23,opponent,50.2,23484,2691,8965,10228,4515,674,23479,707,330,46.7,305,43.1,12385,62315,30852,521,413,127,636,276,14757,1281,6,4
24,opponent,49.2,24093,2473,7087,11377,5862,780,24091,734,344,46.9,327,44.6,13383,68637,34692,648,485,140,585,327,16293,1533,7,4
25,opponent,35.7,17756,2590,6676,7139,4146,710,17754,583,280,48.0,243,41.7,8889,47244,23635,487,364,162,466,328,10372,982,10,4
26,opponent,49.6,23260,2492,7590,10639,5269,717,23252,744,325,43.7,358,48.1,12459,67077,34583,649,532,144,556,334,15032,1440,12,4
27,opponent,53.9,25210,2323,7202,12448,5778,865,25201,726,354,48.8,308,42.4,14322,73397,36692,651,474,161,604,319,16825,1517,19,4
28,opponent,56.7,24061,2102,7017,10887,6383,796,24059,807,387,48.0,342,42.4,13220,72327,38991,787,604,170,628,330,15630,1662,24,4
29,opponent,55.2,22993,2488,8205,10305,4717,750,22986,640,286,44.7,291,45.5,12328,64824,32570,599,404,146,629,317,14334,1309,34,4
30,opponent,43.1,20463,2336,6616,8688,5390,863,20456,575,247,43.0,274,47.7,11743,61564,30974,610,486,160,492,270,13251,1269,35,4
31,opponent,54.4,23519,2136,6926,10791,6025,843,23513,687,334,48.6,289,42.1,13379,71262,37550,728,542,175,598,348,15349,1478,100,4
32,opponent,40.8,19855,2120,6381,8981,4703,833,19846,687,328,47.7,305,44.4,10333,56743,28580,584,379,190,566,357,11762,1191,104,4
33,opponent,55.0,23564,2063,6405,11512,5867,711,23559,718,317,44.2,340,47.4,13445,72039,37582,663,580,151,616,346,15209,1386,54,4
34,opponent,52.5,23425,2440,7860,10580,5164,768,23423,589,274,46.5,243,41.3,13001,66811,34389,646,459,171,692,282,14838,1414,67,4
35,opponent,50.6,21917,2382,7287,9837,5015,770,21915,673,338,50.2,270,40.1,11508,64079,34744,658,446,165,621,360,13403,1351,70,4
36,opponent,40.8,20983,2668,7335,9155,4702,615,20982,504,236,46.8,225,44.6,12788,66462,33195,583,460,127,502,332,13956,1247,71,4
37,opponent,44.7,19722,2455,7311,8526,4089,603,19715,619,269,43.5,283,45.7,9987,50358,22681,405,318,99,578,368,11578,936,72,4
38,opponent,49.7,22883,2402,7397,10296,5374,787,22878,692,291,42.1,335,48.4,12098,66048,34820,693,492,188,536,362,14675,1469,80,4
39,opponent,55.7,24786,2064,7654,11522,5816,801,24780,698,309,44.3,309,44.3,14210,70919,35120,621,459,147,635,348,16546,1575,91,4
40,opponent,50.4,23143,2172,6893,10048,6441,992,23137,580,272,46.9,260,44.8,13049,69618,35861,734,573,182,516,316,15513,1644,93,4
